7.655100000000003568e-02 8.783520000000000216e-01 -5.579870000000000108e-01 -4.629399999999999515e+00 -3.293460000000000276e-01 -1.920920999999999879e+00 1.641000000000000043e-04 7.542019999999999662e-06 3.923419999999999783e-05 2.488470000000000113e-04 -5.567429999999999515e-04 2.438519999999999956e-04
7.655299999999998217e-02 8.783509999999999929e-01 -5.579850000000000643e-01 -4.629410000000000025e+00 -3.293420000000000236e-01 -1.920929999999999804e+00 2.219169999999999964e-04 -1.380130000000000083e-04 1.591359999999999888e-04 -2.914099999999999763e-04 -7.098010000000000300e-04 -2.970870000000000238e-04
7.655299999999998217e-02 8.783499999999999641e-01 -5.579840000000000355e-01 -4.629399999999999515e+00 -3.293430000000000524e-01 -1.920928999999999887e+00 3.049999999999999868e-04 -3.259380000000000090e-04 4.997369999999999894e-04 5.453400000000000337e-05 -7.106799999999999923e-04 1.670150000000000128e-04
7.655200000000006444e-02 8.783529999999999394e-01 -5.579819999999999780e-01 -4.629399999999999515e+00 -3.293420000000000236e-01 -1.920928999999999887e+00 -3.323719999999999951e-04 9.136020000000000122e-04 7.908400000000000108e-04 1.062170000000000085e-03 -8.777330000000000071e-04 6.630860000000000139e-04
7.655100000000003568e-02 8.783549999999999969e-01 -5.579850000000000643e-01 -4.629399999999999515e+00 -3.293449999999999989e-01 -1.920924999999999994e+00 -3.268379999999999766e-04 9.298610000000000339e-04 3.007910000000000141e-04 1.302860000000000086e-03 1.208069999999999972e-04 7.292880000000000282e-04
7.655200000000006444e-02 8.783549999999999969e-01 -5.579830000000000068e-01 -4.629399999999999515e+00 -3.293420000000000236e-01 -1.920930999999999944e+00 2.382700000000000074e-06 7.398780000000000200e-04 5.866340000000000486e-04 1.424570000000000003e-03 -8.427929999999999927e-04 -2.045200000000000002e-04
7.655400000000001093e-02 8.783509999999999929e-01 -5.579819999999999780e-01 -4.629399999999999515e+00 -3.293409999999999949e-01 -1.920932999999999780e+00 3.754340000000000108e-04 -2.758300000000000205e-04 5.052420000000000392e-04 2.465170000000000252e-04 -7.299500000000000433e-04 -3.064909999999999900e-04
7.655400000000001093e-02 8.783499999999999641e-01 -5.579800000000000315e-01 -4.629399999999999515e+00 -3.293350000000000444e-01 -1.920933999999999919e+00 2.780530000000000024e-04 -2.017669999999999945e-04 1.138839999999999904e-03 1.325140000000000042e-03 -6.118630000000000336e-04 -1.158299999999999911e-03
7.655100000000003568e-02 8.783539999999999681e-01 -5.579870000000000108e-01 -4.629399999999999515e+00 -3.293430000000000524e-01 -1.920919000000000043e+00 -4.358540000000000049e-04 5.816159999999999690e-04 -5.746459999999999459e-04 1.191189999999999957e-04 8.777350000000000386e-04 9.325839999999999737e-04
7.655100000000003568e-02 8.783549999999999969e-01 -5.579819999999999780e-01 -4.629399999999999515e+00 -3.293430000000000524e-01 -1.920927999999999969e+00 -3.185069999999999915e-04 9.630069999999999906e-04 1.156120000000000064e-03 1.471869999999999906e-03 -9.452389999999999534e-04 3.014119999999999799e-04
7.655299999999998217e-02 8.783499999999999641e-01 -5.579840000000000355e-01 -4.629399999999999515e+00 -3.293390000000000484e-01 -1.920926999999999829e+00 5.417249999999999540e-04 -7.430890000000000542e-04 6.445539999999999820e-04 9.139400000000000215e-04 -1.034329999999999972e-04 -1.224129999999999923e-03
7.655200000000006444e-02 8.783509999999999929e-01 -5.579890000000000683e-01 -4.629410000000000025e+00 -3.293369999999999909e-01 -1.920919000000000043e+00 -1.810679999999999950e-04 -4.609750000000000241e-04 -1.448620000000000073e-03 -1.162370000000000026e-03 1.714889999999999947e-03 -7.492840000000000177e-04
7.655100000000003568e-02 8.783539999999999681e-01 -5.579860000000000930e-01 -4.629399999999999515e+00 -3.293479999999999741e-01 -1.920924999999999994e+00 -5.387319999999999913e-04 9.413829999999999551e-04 -2.327230000000000010e-04 2.256050000000000058e-04 2.505739999999999899e-04 1.023650000000000081e-03
7.655200000000006444e-02 8.783509999999999929e-01 -5.579850000000000643e-01 -4.629410000000000025e+00 -3.293439999999999701e-01 -1.920925999999999911e+00 1.922390000000000004e-04 -3.847629999999999887e-04 1.762939999999999896e-04 -3.447650000000000237e-04 -3.241230000000000001e-04 -2.618580000000000126e-04
7.655299999999998217e-02 8.783499999999999641e-01 -5.579870000000000108e-01 -4.629410000000000025e+00 -3.293399999999999661e-01 -1.920920999999999879e+00 -1.326400000000000040e-04 9.343319999999999848e-05 -2.799890000000000191e-04 3.981489999999999856e-04 9.261970000000000229e-04 -2.484389999999999841e-04
7.655200000000006444e-02 8.783509999999999929e-01 -5.579880000000000395e-01 -4.629410000000000025e+00 -3.293430000000000524e-01 -1.920922999999999936e+00 -2.396699999999999872e-04 -5.823980000000000302e-04 -1.900369999999999967e-03 -1.946840000000000029e-03 2.066820000000000029e-03 -1.231799999999999963e-05
7.655100000000003568e-02 8.783520000000000216e-01 -5.579880000000000395e-01 -4.629410000000000025e+00 -3.293430000000000524e-01 -1.920915999999999846e+00 -1.148630000000000012e-04 6.236250000000000474e-05 -4.153009999999999731e-04 2.466319999999999927e-04 9.275029999999999863e-04 -3.498560000000000060e-04
7.655200000000006444e-02 8.783509999999999929e-01 -5.579870000000000108e-01 -4.629410000000000025e+00 -3.293449999999999989e-01 -1.920923999999999854e+00 7.422159999999999695e-04 -1.060339999999999894e-03 -5.313290000000000081e-05 -1.439619999999999962e-03 -1.315870000000000017e-03 -9.548879999999999825e-04
7.655100000000003568e-02 8.783529999999999394e-01 -5.579870000000000108e-01 -4.629410000000000025e+00 -3.293420000000000236e-01 -1.920922999999999936e+00 -3.782570000000000073e-04 1.543100000000000049e-04 -9.407009999999999504e-04 -9.652649999999999815e-04 1.120799999999999921e-03 -1.481510000000000118e-04
7.655299999999998217e-02 8.783490000000000464e-01 -5.579890000000000683e-01 -4.629410000000000025e+00 -3.293420000000000236e-01 -1.920916999999999764e+00 1.689609999999999973e-04 -7.309620000000000397e-04 -8.238330000000000522e-04 -7.684039999999999837e-04 9.407989999999999756e-04 -6.165780000000000045e-04
7.655100000000003568e-02 8.783529999999999394e-01 -5.579860000000000930e-01 -4.629410000000000025e+00 -3.293449999999999989e-01 -1.920922999999999936e+00 -1.798179999999999917e-04 4.603699999999999850e-04 -5.726019999999999770e-05 -7.306870000000000465e-04 -6.694039999999999626e-04 7.957990000000000289e-04
7.655400000000001093e-02 8.783490000000000464e-01 -5.579840000000000355e-01 -4.629410000000000025e+00 -3.293399999999999661e-01 -1.920928999999999887e+00 4.636870000000000076e-04 -7.597809999999999547e-04 3.686569999999999908e-04 6.255010000000000104e-06 -4.930130000000000449e-04 -1.126950000000000044e-03
7.655299999999998217e-02 8.783499999999999641e-01 -5.579880000000000395e-01 -4.629410000000000025e+00 -3.293420000000000236e-01 -1.920923999999999854e+00 3.272069999999999861e-04 -6.602109999999999576e-04 -1.887550000000000046e-04 -1.368300000000000028e-03 -4.001780000000000029e-04 -3.723949999999999743e-04
