7.655200000000006444e-02 8.783520000000000216e-01 -5.579860000000000930e-01 -1.904529999999999873e-04 2.048239999999999891e-05 -3.672220000000000020e-04 8.483999999999981790e-04 -1.058156000000000027e-02 -1.862480000000000038e-02
7.655100000000003568e-02 8.783520000000000216e-01 -5.579880000000000395e-01 -1.819690000000000055e-04 -8.533320000000000488e-05 -5.534700000000000253e-04 -3.753659999999998942e-02 8.809411999999999798e-02 2.127750000000000127e-02
7.655000000000000693e-02 8.783539999999999681e-01 -5.579870000000000108e-01 -5.573349999999999485e-04 7.956079999999999489e-04 -3.406950000000000169e-04 8.194109999999998895e-02 -7.950516989999999173e-02 5.735860000000000264e-02
7.655200000000006444e-02 8.783529999999999394e-01 -5.579860000000000930e-01 2.620759999999999756e-04 5.563009999999999996e-07 2.328909999999999899e-04 -2.991797999999999333e-02 3.631426989999999438e-02 3.049150000000000471e-02
7.655200000000006444e-02 8.783529999999999394e-01 -5.579830000000000068e-01 -3.710380000000000210e-05 3.636989999999999884e-04 5.378060000000000479e-04 4.595757999999999788e-02 -1.136339000000000099e-01 -4.377500000000000141e-02
7.655400000000001093e-02 8.783490000000000464e-01 -5.579850000000000643e-01 4.224720000000000168e-04 -7.726400000000000021e-04 1.000560000000000056e-04 -5.028009999999999424e-02 1.105321000000000081e-01 8.554599999999999010e-03
7.655200000000006444e-02 8.783529999999999394e-01 -5.579870000000000108e-01 -8.032899999999999611e-05 3.326809999999999815e-04 1.856019999999999892e-04 2.207749999999999643e-02 -5.777650000000000147e-02 -5.480190000000000755e-02
7.655200000000006444e-02 8.783529999999999394e-01 -5.579850000000000643e-01 1.404459999999999899e-04 -2.450840000000000136e-04 -3.624170000000000234e-04 -1.438522399999999854e-02 2.309500999999999915e-02 1.981800000000000228e-02
7.655200000000006444e-02 8.783520000000000216e-01 -5.579860000000000930e-01 -3.406239999999999934e-06 -1.413390000000000032e-05 -1.642369999999999930e-04 2.750054000000000040e-03 -4.591710999999999709e-02 -9.017129999999999590e-02
7.655299999999998217e-02 8.783499999999999641e-01 -5.579870000000000108e-01 2.409430000000000070e-05 -4.733049999999999822e-04 -1.065949999999999970e-03 1.575390000000000080e-03 -1.685299999999999602e-03 4.694410000000000249e-02
7.655200000000006444e-02 8.783509999999999929e-01 -5.579860000000000930e-01 3.984820000000000246e-05 -4.901579999999999783e-04 -5.965089999999999499e-04 -2.007070000000000121e-03 4.139384999999999593e-02 4.560109999999999858e-02
7.655299999999998217e-02 8.783520000000000216e-01 -5.579830000000000068e-01 1.977750000000000165e-05 -7.621950000000000437e-05 -1.404979999999999955e-04 1.468025000000000059e-02 -3.517845000000000000e-02 1.718357999999999691e-02
7.655200000000006444e-02 8.783520000000000216e-01 -5.579840000000000355e-01 1.665799999999999941e-04 -4.280040000000000038e-04 3.133779999999999666e-05 5.830069999999999697e-02 -8.011759999999999715e-02 -3.170187999999999479e-02
7.655299999999998217e-02 8.783509999999999929e-01 -5.579850000000000643e-01 7.495870000000000180e-04 -1.229180000000000073e-03 -2.856809999999999775e-04 -8.384632000000000196e-02 1.810224000000000000e-01 5.341140000000000471e-02
7.655100000000003568e-02 8.783549999999999969e-01 -5.579840000000000355e-01 -8.887619999999999451e-05 5.810439999999999616e-04 2.484329999999999980e-04 2.490672000000000025e-02 -7.235079999999999290e-02 4.693760000000000293e-02
7.655200000000006444e-02 8.783529999999999394e-01 -5.579830000000000068e-01 1.601910000000000118e-04 -1.424639999999999967e-04 7.178090000000000252e-04 -3.522500000000000023e-03 4.551680000000000309e-02 2.364789999999999254e-02
7.655200000000006444e-02 8.783529999999999394e-01 -5.579830000000000068e-01 1.249660000000000094e-04 3.127040000000000201e-04 9.542879999999999679e-04 -7.252300000000000413e-02 4.132500000000000062e-02 -1.985997999999999930e-01
7.655000000000000693e-02 8.783539999999999681e-01 -5.579880000000000395e-01 -6.002639999999999842e-04 7.259540000000000090e-04 -1.031709999999999919e-03 4.432590000000000141e-02 -7.471883999999999471e-02 6.074389999999999651e-02
7.655100000000003568e-02 8.783520000000000216e-01 -5.579870000000000108e-01 -1.570049999999999918e-04 -2.123440000000000120e-05 -4.242709999999999906e-04 5.203160000000000424e-02 -7.269116000000000466e-02 1.272479999999999965e-02
7.655200000000006444e-02 8.783509999999999929e-01 -5.579860000000000930e-01 3.633110000000000050e-04 -7.481459999999999890e-04 -2.970229999999999919e-04 -1.000819999999999835e-02 -1.460110000000000401e-02 -6.612099999999999922e-02
7.655299999999998217e-02 8.783499999999999641e-01 -5.579870000000000108e-01 2.632290000000000237e-04 -8.941570000000000247e-04 -9.582329999999999581e-04 -1.953788000000000052e-02 7.754529999999999756e-02 1.116222999999999937e-01
7.655200000000006444e-02 8.783520000000000216e-01 -5.579840000000000355e-01 6.785019999999999626e-05 -1.187039999999999938e-04 1.579899999999999968e-04 -5.914441999999999616e-02 8.620049999999999935e-02 -9.471240000000000214e-02
7.655100000000003568e-02 8.783539999999999681e-01 -5.579860000000000930e-01 -5.235939999999999475e-04 7.433010000000000311e-04 -7.891340000000000377e-04 3.040559999999999097e-02 -8.101011000000001017e-02 5.055400000000006763e-03
7.655200000000006444e-02 8.783499999999999641e-01 -5.579890000000000683e-01 -2.195379999999999977e-04 -6.680010000000000440e-05 -7.385799999999999657e-04 2.419183999999999918e-02 2.502740999999999993e-02 6.644092999999999527e-02
7.655299999999998217e-02 8.783509999999999929e-01 -5.579850000000000643e-01 2.238040000000000005e-05 1.834740000000000123e-04 -7.417069999999999783e-05 3.693656000000000023e-02 -1.992091000000000001e-02 9.495447000000001303e-02
7.655200000000006444e-02 8.783509999999999929e-01 -5.579850000000000643e-01 3.917459999999999996e-04 -1.573510000000000119e-05 8.753740000000000522e-04 -5.826450000000000379e-02 2.535441000000000084e-02 -1.368812000000000084e-01
7.655200000000006444e-02 8.783529999999999394e-01 -5.579860000000000930e-01 -1.908989999999999895e-04 2.378090000000000130e-04 -4.934380000000000146e-04 9.212670000000000581e-02 -1.390338999999999881e-01 4.736794999999999894e-02
7.655400000000001093e-02 8.783499999999999641e-01 -5.579840000000000355e-01 7.303680000000000111e-04 -1.152529999999999917e-03 -1.975850000000000064e-05 -1.047631999999999869e-01 1.252098299999999942e-01 -8.080595000000000139e-02
7.655200000000006444e-02 8.783520000000000216e-01 -5.579860000000000930e-01 -3.172639999999999900e-04 9.956830000000000010e-05 -8.278180000000000217e-04 3.777233999999999453e-02 -1.916573000000000235e-02 5.512799999999999125e-03
7.655200000000006444e-02 8.783520000000000216e-01 -5.579880000000000395e-01 6.045939999999999919e-05 -9.208900000000000549e-05 -7.726900000000000305e-04 1.806406000000000331e-02 -7.263600000000000265e-03 1.553669000000000022e-01
7.655200000000006444e-02 8.783520000000000216e-01 -5.579840000000000355e-01 2.411000000000000057e-04 -1.647250000000000060e-04 7.809790000000000048e-04 2.767630000000000090e-02 -3.601239999999999303e-02 -3.140239999999999698e-02
7.655299999999998217e-02 8.783509999999999929e-01 -5.579850000000000643e-01 5.178630000000000256e-04 -5.248489999999999753e-04 4.669550000000000176e-04 1.926229999999999609e-02 -2.005300000000001959e-03 1.557400000000000277e-02
7.655400000000001093e-02 8.783509999999999929e-01 -5.579830000000000068e-01 7.104859999999999735e-04 -5.449019999999999949e-04 6.226950000000000410e-04 -7.251499000000000139e-02 1.648360000000000103e-02 -6.928895000000000193e-02
7.655200000000006444e-02 8.783509999999999929e-01 -5.579840000000000355e-01 -1.466390000000000033e-05 -3.800659999999999759e-04 -7.019449999999999345e-05 -2.195280999999999968e-02 7.755609999999998894e-02 3.003475000000000242e-02
7.655100000000003568e-02 8.783539999999999681e-01 -5.579850000000000643e-01 -2.341920000000000102e-04 3.954949999999999937e-04 2.301530000000000036e-04 -9.470000000000029609e-05 -2.426519999999999719e-02 -4.984009999999999829e-02
7.655100000000003568e-02 8.783529999999999394e-01 -5.579870000000000108e-01 -2.351390000000000131e-04 1.528430000000000001e-04 -2.682480000000000107e-04 5.754349999999999743e-02 -3.837259999999999976e-02 1.137924000000000019e-01
7.655299999999998217e-02 8.783520000000000216e-01 -5.579830000000000068e-01 3.402960000000000229e-04 -2.308830000000000051e-04 8.696759999999999994e-04 -1.610690000000000038e-02 1.434084000000000053e-02 -3.441980000000000040e-02
7.655200000000006444e-02 8.783529999999999394e-01 -5.579810000000000603e-01 1.792270000000000104e-04 -8.747459999999999763e-05 5.254780000000000128e-04 5.283799999999998220e-03 -2.011713999999999863e-02 -3.578610000000000124e-02
7.655299999999998217e-02 8.783499999999999641e-01 -5.579840000000000355e-01 2.320649999999999948e-04 -2.886459999999999872e-04 1.676170000000000047e-04 4.772210000000000341e-02 -7.947740000000000360e-02 2.498579999999999898e-02
7.655400000000001093e-02 8.783490000000000464e-01 -5.579840000000000355e-01 7.092860000000000527e-04 -1.083420000000000086e-03 4.174749999999999967e-04 -9.738280000000000547e-02 1.505111000000000088e-01 -7.421990000000000531e-02
7.655100000000003568e-02 8.783529999999999394e-01 -5.579860000000000930e-01 -2.645419999999999890e-04 4.216910000000000255e-04 -3.247239999999999762e-04 5.268650000000000416e-02 -5.483070000000000305e-02 1.216741999999999824e-01
7.655200000000006444e-02 8.783529999999999394e-01 -5.579840000000000355e-01 2.623230000000000158e-04 -1.266159999999999953e-04 8.920179999999999559e-04 -2.581793199999999830e-02 3.937679999999999653e-02 -4.293099999999995878e-03
7.655100000000003568e-02 8.783539999999999681e-01 -5.579819999999999780e-01 4.143680000000000110e-06 2.671519999999999928e-04 8.490869999999999971e-04 5.636483200000000360e-02 -1.350281999999999871e-01 -8.251185999999999243e-02
7.655299999999998217e-02 8.783499999999999641e-01 -5.579850000000000643e-01 5.677920000000000146e-04 -1.083130000000000074e-03 2.396839999999999908e-05 -5.231916999999999818e-02 9.181150000000000422e-02 -1.377993999999999920e-02
7.655200000000006444e-02 8.783529999999999394e-01 -5.579840000000000355e-01 4.460030000000000055e-05 -1.650149999999999913e-04 -1.138310000000000016e-04 -2.428982999999999837e-02 4.342620000000000507e-02 -3.566260000000000263e-02
7.655100000000003568e-02 8.783529999999999394e-01 -5.579860000000000930e-01 -1.982979999999999910e-04 2.692470000000000193e-04 -4.704570000000000258e-04 -7.620789999999999509e-02 -9.655439999999999856e-02 -2.870203000000000060e-01
7.655100000000003568e-02 8.783529999999999394e-01 -5.579870000000000108e-01 -9.603769999999999972e-04 -6.962970000000000183e-04 -3.340660000000000070e-03 8.883367000000000346e-02 6.278287000000000451e-02 3.384446799999999977e-01
7.655100000000003568e-02 8.783539999999999681e-01 -5.579860000000000930e-01 -7.204030000000000210e-05 -6.846830000000000309e-05 4.378679999999999893e-05 2.888092999999999910e-02 4.941032999999999537e-02 1.272703200000000201e-01
7.655299999999998217e-02 8.783529999999999394e-01 -5.579810000000000603e-01 2.167690000000000112e-04 4.256349999999999999e-04 1.316490000000000021e-03 -9.315900000000001957e-03 -2.774360000000000021e-02 -1.065101999999999993e-01
7.655299999999998217e-02 8.783520000000000216e-01 -5.579819999999999780e-01 1.236099999999999905e-04 1.481990000000000087e-04 2.513880000000000129e-04 -3.615669999999999995e-02 2.020540000000000183e-02 -8.099929999999999630e-02
7.655200000000006444e-02 8.783529999999999394e-01 -5.579850000000000643e-01 -2.379570000000000123e-04 3.502530000000000227e-04 -5.586049999999999956e-04 -3.017299999999998369e-03 1.545470000000000003e-02 6.558445000000000247e-02
7.655100000000003568e-02 8.783529999999999394e-01 -5.579860000000000930e-01 -2.681299999999999959e-04 5.048000000000000187e-04 9.723950000000000302e-05 6.050890000000000435e-02 -1.097294999999999798e-01 5.905084999999999501e-02
7.655299999999998217e-02 8.783499999999999641e-01 -5.579840000000000355e-01 3.369590000000000107e-04 -5.924949999999999575e-04 6.877479999999999618e-04 -1.201150000000000134e-02 9.603529999999999012e-02 1.303941999999999879e-01
7.655200000000006444e-02 8.783529999999999394e-01 -5.579810000000000603e-01 2.168439999999999994e-04 3.678579999999999871e-04 1.991689999999999953e-03 2.414560000000000317e-02 -5.440309999999999591e-02 -5.798199999999999882e-02
7.655400000000001093e-02 8.783509999999999929e-01 -5.579790000000000028e-01 4.583000000000000268e-04 -1.761730000000000088e-04 1.411869999999999965e-03 -6.620339999999999558e-02 8.294960000000001221e-02 -1.176207999999999976e-01
7.655299999999998217e-02 8.783509999999999929e-01 -5.579810000000000603e-01 -2.037340000000000114e-04 6.533230000000000330e-04 2.356620000000000080e-04 6.358469999999999400e-02 -1.338980999999999921e-01 1.338330000000000075e-02
7.655900000000004368e-02 8.783419999999999561e-01 -5.579780000000000850e-01 4.321129999999999741e-04 -6.856580000000000140e-04 3.694950000000000122e-04 5.663800000000007891e-03 -2.403439999999999743e-02 -4.632852999999999971e-02
7.656200000000001893e-02 8.783369999999999234e-01 -5.579780000000000850e-01 4.887510000000000509e-04 -9.260019999999999883e-04 -9.379030000000000223e-05 2.751329999999999748e-02 -3.535380000000000467e-02 -3.157269999999999781e-03
7.656499999999999417e-02 8.783339999999999481e-01 -5.579770000000000563e-01 7.638840000000000473e-04 -1.279540000000000018e-03 -1.253629999999999990e-04 -4.017070000000000363e-02 5.986740000000000117e-02 2.558889999999999429e-03
7.656499999999999417e-02 8.783309999999999729e-01 -5.579800000000000315e-01 3.621769999999999851e-04 -6.808660000000000233e-04 -9.977410000000000413e-05 -9.507459999999999523e-02 1.456232999999999833e-01 -6.096559000000000700e-02
7.656499999999999417e-02 8.783309999999999729e-01 -5.579819999999999780e-01 -5.885690000000000496e-04 7.753670000000000050e-04 -7.094300000000000432e-04 -3.684899999999993129e-03 -1.153180000000000004e-02 -3.919099999999993943e-03
7.656400000000007644e-02 8.783320000000000016e-01 -5.579819999999999780e-01 -6.254179999999999809e-04 6.600490000000000090e-04 -7.486209999999999870e-04 1.795400000000000121e-02 -4.534400000000000062e-03 7.787570000000000603e-02
